seq_ID,city_name,origin_state,DEST_STATE_ABR,median_departure_delay_mins,sd_departure_delay_mins,prop_dep_early30,sd_arrival_delay_mins,median_net_delay_as_dest,sd_net_delay_as_dest,prop_dest_del30,busiest_day_of_week_dep,mean_dep_on_busiest_dow,busiest_day_of_week_arr,most_common_dest_apt,most_common_dest_city,most_common_origin_apt,most_common_origin_city,most_common_dest_state,most_common_origin_state
1387102,"Omaha, NE",NE,NE,0.32992075018328415,0.1821768483679053,-0.14746625234205302,-0.40524410501615915,-0.2879522028336053,0.3801790899771626,-0.1958949948995688,3,0.08697944672489602,3,1393007,"Chicago, IL",1393007,"Chicago, IL",IL,IL
1509602,"Syracuse, NY",NY,NY,0.08858337267077615,0.8643686826088715,-0.14746625234205302,0.35937078193253874,-0.037935986571554066,0.9017297747505745,0.93006779568401865,4,-0.1308514844706669,4,1393007,"Chicago, IL",1393007,"Chicago, IL",NY,NY
1412202,"Pittsburgh, PA",PA,PA,0.08858337267077615,-0.22491769710194215,-0.14746625234205302,0.01681719948359819,-0.2879522028336053,-0.012941151847150415,0.01731497487422834,1,0.5862979832660765,1,1295304,"New York, NY",1295304,"New York, NY",FL,FL
1129806,"Dallas/Fort Worth, TX",TX,TX,0.5712581276957922,-0.4576350224331739,-0.14746625234205302,0.2664773521880338,0.46209644595254834,0.4022235109728192,-0.23918803085665588,5,5.461736899382982,5,1289208,"Los Angeles, CA",1289208,"Los Angeles, CA",TX,TX
1468305,"San Antonio, TX",TX,TX,0.08858337267077615,-0.6434042712758039,-0.14746625234205302,-0.6004382114027053,-0.7879846353577077,-0.12781296592324748,-0.6288820708844622,3,0.3842892311945155,3,1129806,"Dallas/Fort Worth, TX",1129806,"Dallas/Fort Worth, TX",TX,TX
1562404,"Valparaiso, FL",FL,FL,-0.15275400484173188,-0.4906352195888492,-0.14746625234205302,0.32490931485568514,0.21208022969049714,-0.627735843681482,-0.4012286771003802,5,-0.30231975125636334,5,1039707,"Atlanta, GA",1039707,"Atlanta, GA",TX,TX
1099402,"Charleston, SC",SC,SC,-0.15275400484173188,-0.38147173213213403,-0.14746625234205302,-0.43861304491710185,-0.037935986571554066,-0.09974079574649265,-0.20495066445124116,3,-0.001330390246278176,3,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1232305,"Wilmington, NC",NC,NC,-0.15275400484173188,-0.299142584212841,-0.14746625234205302,-0.6401170000194399,-0.037935986571554066,-0.6814113137459422,-0.8593894373222908,4,-0.2912810216349666,4,1105703,"Charlotte, NC",1105703,"Charlotte, NC",NC,NC
1343302,"Minot, ND",ND,ND,0.5712581276957922,0.5816431346049452,-0.14746625234205302,2.261975009518639,-1.0380008516197587,1.2699501396933763,-0.22433829794675328,4,-0.38842184230325816,4,1348702,"Minneapolis, MN",1348702,"Minneapolis, MN",MN,MN
1040805,"Appleton, WI",WI,WI,0.32992075018328415,-0.11861683718905652,-0.14746625234205302,1.1055948996186435,-0.2879522028336053,2.1065354694531693,0.7710685560278495,1,-0.3243972104991569,4,1348702,"Minneapolis, MN",1348702,"Minneapolis, MN",MN,MN
